city,name,address,rating,rating_count,new_column_1,new_column_2,new_column_3,new_column_4,new_column_5,new_column_6,new_column_7
"Central Jakarta city, Indonesia",Warkop Iwan Camp Jawa,"West Jakarta City, Jakarta, Indonesia",5.0,5.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",WARKOP BERSAMA,"RV82+7W5, Jl. Kramat Pulo, RT.7/RW.10",3.0,3.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",wahyoo warkop ibu ayu,"2, Jl. Pintu Besi I No.11A, RT.2/RW.5",5.0,3.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Menel,"Jl. Taruna II No.9, RT.17/RW.4",5.0,4.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Lerjo,"North Jakarta City, Jakarta, Indonesia",4.2,9.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",CAFE WARKOP WIFI CORNER,"West Jakarta City, Jakarta, Indonesia",3.6,12.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop kJ,"Jl. Percetakan Negara II No.23, RT.23/RW.7",4.4,7.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Jambu,"South Jakarta City, Jakarta, Indonesia",4.0,1.0,1,1,1,0,0,1,1
"Central Jakarta city, Indonesia",Warkop Kuningan,"RR46+JVF, Jl. Jati Bunder, RT.6/RW.12",3.9,14.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",WARPIINDO KRAMAT 5 (Warkop Kopi),Jl. Kramat 5 No.13,5.0,14.0,1,1,1,0,1,1,1
"Central Jakarta city, Indonesia",Warkop Jager,"Jl. Serdang Baru I No.33, RT.14",5.0,12.0,1,1,0,1,0,1,1
"Central Jakarta city, Indonesia",Warkop Lapau Jati Lima,"South Jakarta City, Jakarta, Indonesia",5.0,3.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Jalan Jaksa,"Jl. Jaksa No.3 1, RT.1/RW.5",5.0,3.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Joo,"East Jakarta City, Jakarta, Indonesia",1.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop ZYAN,"Jl. Petamburan I No.1 3, RT.3/RW.2",5.0,1.0,0,1,1,1,1,0,1
"Central Jakarta city, Indonesia",Warkop Warmindo,"Jl. H. Hasbi No.3 45, RT.8/RW.3",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Djaja Abadi,"South Jakarta City, Jakarta, Indonesia",4.6,100.0,1,1,0,0,1,1,1
"Central Jakarta city, Indonesia",Warkop DBS,"South Jakarta City, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Pojok Mesjid,"Jl. Pejompongan Dalam No.26 4, RT.4/RW.5",,,1,1,1,1,0,0,1
"Central Jakarta city, Indonesia",De'Java Warkop,"South Jakarta City, Jakarta, Indonesia",4.9,19.0,1,1,1,1,0,1,1
"Central Jakarta city, Indonesia",Warkop AWI,"Jl. K.S. Tubun No.51 4, RT.4/RW.2",5.0,9.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Heroy,"Jl. Kebon Kacang Raya No.1A, RT.7/RW.14",4.5,551.0,1,1,1,1,0,0,1
"Central Jakarta city, Indonesia",Warkop Mandala,"West Jakarta City, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop 212,"South Jakarta City, Jakarta, Indonesia",5.0,5.0,1,1,1,0,1,1,1
"Central Jakarta city, Indonesia",Put In Warkop and Mart,"South Jakarta City, Jakarta, Indonesia",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Warmindo,"Jl. H. Hasbi No.3 45, RT.8/RW.3",,,0,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Juned,"Jl. Raden Saleh I No.12-2, RT.2/RW.2",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Naik Kelas,"West Jakarta City, Jakarta, Indonesia",4.6,46.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Jalan Jaksa,"Jl. Jaksa No.3 1, RT.1/RW.5",5.0,3.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",warkop bang gandil,"South Jakarta City, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Jambu,"South Jakarta City, Jakarta, Indonesia",4.0,1.0,0,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop durian kahirupan,"West Jakarta City, Jakarta, Indonesia",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",WARKOP PRAU,"West Jakarta City, Jakarta, Indonesia",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia","GG Rental PS3, PS4 & Warkop GG","West Jakarta City, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop WB,"East Jakarta City, Jakarta, Indonesia",4.8,8.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",warkop sepuh,"10, Jl. Percetakan Negara IX A No.40, RT.10/RW.4",5.0,4.0,1,1,1,0,1,1,1
"Central Jakarta city, Indonesia",Warkop Sicepat,"Jl. Ir. H. Juanda 3 No.1, RT.2/RW.2",,,1,1,0,1,1,1,0
"Central Jakarta city, Indonesia",Warkop Pojok Mesjid,"Jl. Pejompongan Dalam No.26 4, RT.4/RW.5",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop,"Jl. Pasar Baru Selatan No.28 2, RT.2/RW.4",,,1,1,1,1,1,1,0
"Central Jakarta city, Indonesia",Warkop Sin Nung Kebot,"West Jakarta City, Jakarta, Indonesia",5.0,5.0,1,1,0,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Pua’Kale’,"South Jakarta City, Jakarta, Indonesia",4.6,586.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Kongkow DoZi,"Jl. Cempaka Baru Timur No.2, RT.12/RW.6",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Zakira,"Jl. Petamburan II No.65 12, RT.12/RW.3",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop ROPITA 3 Kwitang,"Jalan Kwitang No. 5, RT.02/RW.7",4.5,651.0,0,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Orange Cafe,"DKI Jakarta, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,0
"Central Jakarta city, Indonesia",Warkop Sin Nung Kebot,"West Jakarta City, Jakarta, Indonesia",5.0,5.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia","GG Rental PS3, PS4 & Warkop GG","West Jakarta City, Jakarta, Indonesia",5.0,1.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Liris,"West Jakarta City, Jakarta, Indonesia",4.8,22.0,1,0,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Naik Kelas,"West Jakarta City, Jakarta, Indonesia",4.6,46.0,1,1,1,1,0,1,1
"Central Jakarta city, Indonesia",Warkop Pua’Kale’,"South Jakarta City, Jakarta, Indonesia",4.6,586.0,0,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop-in Ajah Pekayon,"West Java, Indonesia",5.0,22.0,1,1,1,1,1,1,0
"Central Jakarta city, Indonesia",Warkop Mamang Anwar,"Jl. KH. Hasyim Ashari No.17, RT.1/RW.5",4.9,7.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Delapan,"Jl. Pangkalan Asem No.2, RT.2/RW.5",5.0,4.0,1,1,1,1,0,1,1
"Central Jakarta city, Indonesia",Warkop Sejahtara,"South Tangerang City, Banten, Indonesia",4.5,156.0,1,1,1,0,1,1,1
"Central Jakarta city, Indonesia",Warkop Nenek,"East Jakarta City, Jakarta, Indonesia",,,0,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Warkop Kazoku,"Banten, Indonesia",4.4,30.0,0,1,1,0,1,1,1
"Central Jakarta city, Indonesia",Warkop Sesuka,Indonesia,,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",warkop mas ian,"West Jakarta City, Jakarta, Indonesia",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",ADTAS WARKOP,"Bekasi, West Java, Indonesia",5.0,92.0,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Bang Ali Warkop,"East Jakarta City, Jakarta, Indonesia",,,1,1,1,1,1,1,1
"Central Jakarta city, Indonesia",Kedai Sendawa - Modern Warkop Tanjung Duren,"West Jakarta City, Jakarta, Indonesia",4.9,51.0,1,1,1,1,0,1,0
