city,name,address,rating,rating_count,new_column_1,new_column_2,new_column_3,new_column_4,new_column_5,new_column_6,new_column_7
"South Jakarta city, Indonesia",Warkop Aditya,"West Jakarta City, Jakarta, Indonésia",,,1,0,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop 24 Jam Senen,"Central Jakarta City, Jakarta, Indonésia","5,0",12.0,1,1,1,1,1,0,1
"South Jakarta city, Indonesia",Warkop Purwanty,Indonésia,"5,0",4.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Raffael,"Central Jakarta City, Jakarta, Indonésia","4,8",9.0,1,1,0,1,1,1,1
"South Jakarta city, Indonesia",Warkop Jambu,"South Jakarta City, Jakarta, Indonésia","4,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Pancong Wakwaw,"Central Jakarta City, Jakarta, Indonésia","4,0",10.0,1,1,1,1,0,1,1
"South Jakarta city, Indonesia",Warkop Baik Hati,"Jakarta, Indonésia","5,0",9.0,1,1,0,1,1,1,1
"South Jakarta city, Indonesia","Warkop Joly, guru Mughni","South Jakarta City, Jakarta, Indonésia","5,0",2.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Berkah Jume,"South Jakarta City, Jakarta, Indonésia","4,6",94.0,1,1,0,0,1,1,1
"South Jakarta city, Indonesia",Warkop Lapau Jati Lima,"South Jakarta City, Jakarta, Indonésia","5,0",3.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Emak,"West Jakarta City, Jakarta, Indonésia","5,0",2.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop DBS,"South Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia","Warkop Pande, Kemayoran","Central Jakarta City, Jakarta, Indonésia","5,0",2.0,1,1,0,1,1,1,1
"South Jakarta city, Indonesia",Warkop Hegar,"West Jakarta City, Jakarta, Indonésia","4,8",4.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Pojok Mesjid,"Central Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Djaja Abadi,"South Jakarta City, Jakarta, Indonésia","4,6",100.0,1,1,1,1,1,1,0
"South Jakarta city, Indonesia",WARDAN warkop,"Central Jakarta City, Jakarta, Indonésia","4,5",2.0,0,1,1,0,1,1,1
"South Jakarta city, Indonesia",WARKOP 1980 KEMUNING,"East Jakarta City, Jakarta, Indonésia","5,0",4.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Joo,"East Jakarta City, Jakarta, Indonésia","1,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Joo!,"West Jakarta City, Jakarta, Indonésia","5,0",32.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Azis,"Central Jakarta City, Jakarta, Indonésia","4,5",34.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop 36 Sentiong,"Central Jakarta City, Indonésia","5,0",3.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Kuningan,"Central Jakarta City, Jakarta, Indonésia","3,9",14.0,1,0,0,1,1,1,1
"South Jakarta city, Indonesia",Warkop Sicepat,"Central Jakarta City, Jakarta, Indonésia",,,1,0,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop CLBK,"South Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,0
"South Jakarta city, Indonesia",De'Java Warkop,"South Jakarta City, Jakarta, Indonésia","4,9",19.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop GO,"East Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WARKOP MASSBROO,"West Jakarta City, Jakarta, Indonésia",,,1,1,0,1,1,1,1
"South Jakarta city, Indonesia",Warkop Suka Suka,"South Jakarta City, Jakarta, Indonésia","3,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop kJ,"Central Jakarta City, Jakarta, Indonésia","4,4",7.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop ZYAN,"Central Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",CAFE WARKOP WIFI CORNER,"West Jakarta City, Jakarta, Indonésia","3,6",12.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",wahyoo warkop juanda,"Central Jakarta City, Jakarta, Indonésia","4,3",4.0,1,0,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Arkha,"Bekasi, West Java, Indonésia","4,8",6.0,1,1,0,1,0,1,1
"South Jakarta city, Indonesia",Warkop AWI,"Central Jakarta City, Jakarta, Indonésia","5,0",9.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warung Mawar (Warkop dan Angkringan),"Central Jakarta City, Jakarta, Indonésia","5,0",5.0,0,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Warmindo,"Central Jakarta City, Jakarta, Indonésia",,,0,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Mandala,"West Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WARPIINDO KRAMAT 5 (Warkop Kopi),"Jakarta, Indonésia","5,0",14.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia","GG Rental PS3, PS4 & Warkop GG","West Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop 36 Sentiong,"Central Jakarta City, Indonésia","5,0",3.0,1,0,1,1,1,1,1
"South Jakarta city, Indonesia",Makaroni & Warkop Wawawww8,"South Jakarta City, Jakarta, Indonésia","4,5",18.0,1,1,1,0,1,1,1
"South Jakarta city, Indonesia",Warkop Suka Suka,"South Jakarta City, Jakarta, Indonésia","3,0",1.0,1,1,1,1,0,1,1
"South Jakarta city, Indonesia",Warkop Mandala,"West Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,0,1,1,1,1
"South Jakarta city, Indonesia",Warkop Warmindo,"Central Jakarta City, Jakarta, Indonésia",,,1,0,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Bahtera - Kapal Juanda,"Central Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,0,1
"South Jakarta city, Indonesia",Warkop Sin Nung Kebot,"West Jakarta City, Jakarta, Indonésia","5,0",5.0,0,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop kJ,"Central Jakarta City, Jakarta, Indonésia","4,4",7.0,0,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Pak Anda,"South Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Aditya,"West Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WARKOP CINTA RASA,"West Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WARKOP MASSBROO,"West Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,0,1
"South Jakarta city, Indonesia",Warkop Nusantara & Warteg Jayabahari,"South Jakarta City, Jakarta, Indonésia","5,0",3.0,1,1,1,0,1,1,1
"South Jakarta city, Indonesia",WARKOP 1980 KEMUNING,"East Jakarta City, Jakarta, Indonésia","5,0",4.0,1,1,1,0,1,1,1
"South Jakarta city, Indonesia",Warkop Fendy,"South Jakarta City, Jakarta, Indonésia",,,0,0,0,0,1,1,1
"South Jakarta city, Indonesia",Warkop Arkha,"Bekasi, West Java, Indonésia","4,8",6.0,1,1,1,1,1,0,1
"South Jakarta city, Indonesia",Warkop Piay,"palsigunung, West Java, Indonésia","4,7",7.0,1,1,1,0,1,1,1
"South Jakarta city, Indonesia",Warkop Nenek,"East Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop GO,"East Jakarta City, Jakarta, Indonésia","5,0",1.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Delapan,"Central Jakarta City, Jakarta, Indonésia","5,0",4.0,0,0,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Crott,"South Jakarta City, Jakarta, Indonésia","5,0",10.0,1,0,1,0,1,1,1
"South Jakarta city, Indonesia",Warkop Nenek,"East Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Pak Anda,"South Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Sunday Warkop,"Jakarta, Indonésia","5,0",4.0,0,1,1,1,0,1,1
"South Jakarta city, Indonesia",Warkop Kang cepi,"South Jakarta City, Jakarta, Indonésia",,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",Kedai Sendawa - Modern Warkop Tanjung Duren,"West Jakarta City, Jakarta, Indonésia","4,9",51.0,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WarKop & Laundry Mbah David,"West Jakarta City, Jakarta, Indonésia",,,1,1,1,1,0,1,1
"South Jakarta city, Indonesia",T ambal ban ples warkop ama bensin,"West Jakarta City, Jakarta, Indonésia",,,0,1,1,1,1,1,1
"South Jakarta city, Indonesia",Warkop Ibu Wati,Comer no local·Take away,,,1,1,1,1,1,1,1
"South Jakarta city, Indonesia",WARKOP,Comer no local·Take away,,,1,1,1,1,1,1,1
