warkop_id,name,address,rating,rating_count,region,facilities
106,Warkop Acong Captain,"Jl. Kapitan No.37 9, RT.9/RW.4",4.3,12,Timur,"wifi,toilet"
107,Warkop Arnika,"QWJ2+95M, Jl. Dermaga Raya, RT.4/RW.8",4.5,4,Timur,"wifi,toilet"
108,Warkop BONSER 8450,"QWG2+QQ8, RT.6/RW.9",4,1,Timur,"toilet,parking"
109,Warkop Bang ucup,"Jl. Madrasah Azziyadaah, RT.10/RW.8",5,6,Timur,"wifi,toilet"
110,Warkop Warmindo Ernesto,"Jl. Cipinang Muara 3, RT.1/RW.15",5,14,Timur,"24hours,parking"
111,Warkop Kopral,"Jl. Cipinang Muara Ilir No.55 3, RT.3/RW.5",4.2,52,Timur,"wifi,toilet"
112,Warkop Jack,"Jl. H. Kamad No.4 53a, RT.1/RW.3",5,3,Timur,"toilet,parking,wifi"
113,Warkop La Familia,"Jl. Pahlawan Revolusi No.4, RW.8",4.5,23,Timur,"wifi,toilet"
114,Warkop bang jaja,"QV9R+8HF, RT.13/RW.3",4.7,67,Timur,"wifi,toilet"
115,Warkop Jajan,"Jl. Dermaga Raya blok B5, RT.3/RW.11",5,2,Timur,"24hours,wifi,toilet"
116,Warkop Babah 57,"QWC2+W65, RT.6/RW.1",5,1,Timur,"24hours,parking"
117,Warkop Teduh,"Jl. Cipinang Muara IV GG. Kutilang RT.002/011 Kel, RT.2/RW.11",4.4,36,Timur,"24hours,wifi,toilet,parking,ac"
118,Warkop Bais,"Jl. Kavling PLN No.2, RT.11/RW.15",5,6,Timur,"ac,toilet"
119,WARKOP DIKA,"Jl. BB I No.6, RT.6/RW.15",5,4,Timur,"24hours,parking"
120,Warkop Muara,"Jl. Cipinang Muara Raya No.1 16, RT.16/RW.3",4.7,11,Timur,"toilet,parking"
121,Warkop Pura-Pura Bahagia,"7, RT.7/RW.4",4.5,2,Timur,"toilet,parking"
122,Warkop Gout,"Jl. Mulya Jaya No.8, RT.5/RW.8",5,17,Timur,"24hours,parking"
123,Warkop Coffe Shop,"Jalan Cipinang Raya Rt 014 Rw 003, Jakarta Selatan, RT.2/RW.3",5,1,Timur,"toilet,parking,wifi"
124,Warkop Si Boy,"QV7W+8QP, Jalan H. Ahmad R., Pondok Bambu, Duren Sawit, RT.11/RW.4",4.4,36,Timur,"toilet,parking,wifi"
125,Warkop Dua Sekawan,"Jl. Cendrawasih No.18, RT.18/RW.3",5,1,Timur,"ac,toilet"
126,Warkop UNS,"Jl. Pangkalan Jati III No.2, Makasar, Kota Jkt Tim., Daerah Khusus Ibukota Jkt 9 5, RT.9/RW.5",4.5,70,Timur,"ac,toilet"
127,Warkop Malacca 4,"QWCH+WJ2, Jl. Jend. R.S. Soekanto, RT.4/RW.10",4.4,773,Timur,"ac,toilet"
128,Warkop Maleber Jaya,"Jalan Cipinang Lontar No. 1 Rt.06/Rw.06 Cipinang Muara, Jatinegara, RT.6/RW.6",4.5,80,Timur,"24hours,wifi,toilet,parking,ac"
129,Warkop Garage 45,"Sdn Duren Sawit 10 Pagi, Jl. Madrasah II No.12, RT.12/RW.10",5,12,Timur,"24hours,wifi,toilet,parking"
130,Warkop Bintang,"Jl. Laut Arafuru No.2C 8, RT.8/RW.10",4.6,14,Timur,"toilet,parking,wifi"
131,Warkop Bang Ben`s,"Jl. KH.Azanie No.13 6, RT.6/RW.10",4.2,35,Timur,"24hours,wifi,toilet,parking"
132,WarKop Camp80's_Eighties,"Jl. B. Tanah 80 Jl. C No.5 5, RT.5/RW.8",5,4,Timur,"toilet,parking,wifi"
133,Warkop Alberkah,"Jl. Kejaksaan No.52 4, RT.4/RW.5",4.4,14,Timur,"toilet,parking,wifi"
134,Warkop Bang Iban,"Jl. Kapuk III No.1 9, RT.6/RW.5",5,1,Timur,"24hours,wifi,toilet"
135,Warkop Gg Z (War Z),"Jl Mulya jaya, Jl. Cipinang Muara Ilir Gg. Z Jl. Cipinang Muara III, RT.1/RW.8",5,2,Timur,"24hours,wifi,toilet"
136,Warkop Nyai Sinden,"Jl. H. Hanapi No.14, RT.14/RW.2",5,2,Timur,"24hours,wifi,toilet,parking,ac"
137,Warkop bening harmony,"Jl. Duren Sawit Baru No.5 Blok A2, RT.4/RW.11",4.5,10,Timur,"24hours,wifi,toilet,parking"
138,Warkop Bangun,"Jl. Cipinang Muara Raya No.4 No.5, RT.4/RW.14",4.6,28,Timur,"24hours,wifi,toilet"
139,Warkop Iwan (Kuningan),"4, RT.4/RW.3",5,1,Timur,"ac,toilet"
140,Disini Ada Warkop,"QVJW+2M2, Jl. Cipinang Muara 3, RT.1/RW.4",5,3,Timur,"24hours,wifi,toilet"
141,warkop Omm Broo,"Dekat jembatan jagal, samping Gapura, Jl Bekasi Timur Raya N.o17, Gang SD Mustika, RT.1/RW.4",4.7,30,Timur,"ac,toilet"
142,Warkop Tunas Harapan,"Jl. Swadaya Raya No.13, RT.13/RW.1",4.6,51,Timur,"24hours,wifi,toilet"
143,AJE GILE WARKOP,"Jl. Duren Sawit Raya (dermaga) No.7, RT.5/RW.10",4.5,21,Timur,"ac,toilet"
144,WARKOP 2 SAUDARA,"Central Jakarta City, Jacarta, Indon̩sia",4.5,2,Pusat,"24hours,wifi,toilet,parking,ac"
145,Warkop Barokah masjid jami'e darusalam,"Masjid Darussalam, Jl. Kotabumi Ujung No.Depan 8, RT.8/RW.3",4.5,2,Pusat,"ac,toilet"
146,Warkop Sehati,"Jl. Kb. Kacang 6 No.70 14, RT.14/RW.5",5,1,Pusat,"24hours,wifi,toilet"
147,Warkop Romi gaharu,"Jl. Kembang IV No.111 1, RT.1/RW.2",5,25,Pusat,"ac,toilet"
148,WARKOP SINAR GALUH,"QRFR+VP4, Jl. Pal Batu 3, RT.4/RW.10",4.6,23,Pusat,"wifi,toilet,parking,ac"
149,WARKOP MOTEKAR,"Jl. Talang Betutu Ujung No.10 15, RT.13/RW.4",4.7,3,Pusat,"24hours,wifi,toilet"
150,Warung Kopi Pandawa,"Jl. Pedurenan Mesjid 1 Kel No.40, RT.16/RW.4",4.5,121,Pusat,"24hours,wifi,toilet"
151,Warkop Barokah - Roti Bakar,"Jl. Tebet Barat IV No.13, RT.16/RW.2",4.6,98,Pusat,"24hours,wifi,toilet,parking,ac"
152,"WARKOP ""RUWET""","RR84+56V, Jalan Gg. IV, RT.8/RW.4",5,2,Pusat,toilet
